,caption,prob
174,a black bear is standing in a field.,"[4.8902997e-09 2.5875723e-05 9.9775463e-01 ... 2.1062075e-08 2.2738810e-08
 1.7005913e-08]"
175,a black bear is standing in a field.,"[4.8902997e-09 2.5875723e-05 9.9775463e-01 ... 2.1062075e-08 2.2738810e-08
 1.7005913e-08]"
176,a man is standing on a bench in front of a building.,"[4.1801802e-09 3.7318117e-05 9.9793833e-01 ... 1.5457340e-08 1.8684913e-08
 1.3093252e-08]"
177,a man is standing on a bench in front of a building.,"[4.1801802e-09 3.7318117e-05 9.9793833e-01 ... 1.5457340e-08 1.8684913e-08
 1.3093252e-08]"
178,a person riding a surfboard on a beach.,"[4.5905213e-09 2.7877517e-05 9.9752921e-01 ... 1.9211450e-08 2.0031690e-08
 1.4930363e-08]"
179,a person riding a surfboard on a beach.,"[4.5905213e-09 2.7877517e-05 9.9752921e-01 ... 1.9211450e-08 2.0031690e-08
 1.4930363e-08]"
180,a person riding a surfboard on a beach.,"[4.5905213e-09 2.7877517e-05 9.9752921e-01 ... 1.9211450e-08 2.0031690e-08
 1.4930363e-08]"
181,a person riding a surfboard on a beach.,"[4.5905213e-09 2.7877517e-05 9.9752921e-01 ... 1.9211450e-08 2.0031690e-08
 1.4930363e-08]"
182,a man riding a snowboard down a snowy slope.,"[7.5323623e-09 3.0521627e-05 9.9719882e-01 ... 3.5013127e-08 3.4885339e-08
 2.7624116e-08]"
183,a man riding a snowboard down a snowy slope.,"[7.5323623e-09 3.0521627e-05 9.9719882e-01 ... 3.5013127e-08 3.4885339e-08
 2.7624116e-08]"
184,a man riding a snowboard down a snowy slope.,"[7.5323623e-09 3.0521627e-05 9.9719882e-01 ... 3.5013127e-08 3.4885339e-08
 2.7624116e-08]"
185,a man riding a snowboard down a snowy slope.,"[7.5323623e-09 3.0521627e-05 9.9719882e-01 ... 3.5013127e-08 3.4885339e-08
 2.7624116e-08]"
186,a group of people standing in a room with a tennis racket.,"[5.6507403e-09 3.1445114e-05 9.9770492e-01 ... 2.2628996e-08 3.1052529e-08
 1.9928658e-08]"
187,a group of people standing in a room with a tennis racket.,"[5.6507403e-09 3.1445114e-05 9.9770492e-01 ... 2.2628996e-08 3.1052529e-08
 1.9928658e-08]"
188,a man in a white shirt holding a frisbee.,"[6.2698282e-09 3.9179013e-05 9.9739134e-01 ... 2.7400635e-08 3.5754553e-08
 2.2970193e-08]"
189,a man in a suit and tie is standing in a room.,"[4.4352086e-09 4.1962016e-05 9.9804795e-01 ... 1.6667673e-08 2.0237325e-08
 1.3594836e-08]"
190,a man is holding a tennis racket on a court.,"[6.0080887e-09 3.9958355e-05 9.9741638e-01 ... 2.5115341e-08 3.4751412e-08
 2.1421203e-08]"
191,a man is holding a tennis racket on a court.,"[6.0080887e-09 3.9958355e-05 9.9741638e-01 ... 2.5115341e-08 3.4751412e-08
 2.1421203e-08]"
192,a man is holding a tennis racket on a court.,"[6.0080887e-09 3.9958355e-05 9.9741638e-01 ... 2.5115341e-08 3.4751412e-08
 2.1421203e-08]"
193,a dog is standing in the water with a dog.,"[4.00777811e-09 2.07919020e-05 9.97653663e-01 ... 1.71467445e-08
 1.78855171e-08 1.33000855e-08]"
194,a dog is standing in the water with a dog.,"[4.00777811e-09 2.07919020e-05 9.97653663e-01 ... 1.71467445e-08
 1.78855171e-08 1.33000855e-08]"
195,a dog is standing in the water with a dog.,"[4.00777811e-09 2.07919020e-05 9.97653663e-01 ... 1.71467445e-08
 1.78855171e-08 1.33000855e-08]"
196,a man is riding a skateboard down a ramp.,"[7.8373015e-09 2.7877844e-05 9.9722892e-01 ... 3.5204700e-08 4.0489226e-08
 2.9488216e-08]"
197,a man is riding a skateboard down a ramp.,"[7.8373015e-09 2.7877844e-05 9.9722892e-01 ... 3.5204700e-08 4.0489226e-08
 2.9488216e-08]"
198,a man is riding a skateboard down a ramp.,"[7.8373015e-09 2.7877844e-05 9.9722892e-01 ... 3.5204700e-08 4.0489226e-08
 2.9488216e-08]"
199,a man is riding a skateboard down a ramp.,"[7.8373015e-09 2.7877844e-05 9.9722892e-01 ... 3.5204700e-08 4.0489226e-08
 2.9488216e-08]"
200,a man is holding a cell phone in a room.,"[6.0499690e-09 3.8307775e-05 9.9758756e-01 ... 2.5103798e-08 3.1814235e-08
 2.0779135e-08]"
201,a man is holding a cell phone in a room.,"[6.0499690e-09 3.8307775e-05 9.9758756e-01 ... 2.5103798e-08 3.1814235e-08
 2.0779135e-08]"
202,a man is holding a kite in the air.,"[4.7147677e-09 2.8773920e-05 9.9769598e-01 ... 2.0829370e-08 2.3378613e-08
 1.6124144e-08]"
203,a person is holding a cell phone on a cell phone.,"[4.9256914e-09 3.8410893e-05 9.9773300e-01 ... 2.1082638e-08 2.4504102e-08
 1.6536752e-08]"
204,a man is holding a tennis racket on a court.,"[6.2871162e-09 3.8180631e-05 9.9743819e-01 ... 2.7044070e-08 3.6894914e-08
 2.3038714e-08]"
205,a man is holding a cell phone in a room.,"[6.4758123e-09 3.8670911e-05 9.9746299e-01 ... 2.7018858e-08 3.4952599e-08
 2.2448949e-08]"
206,a man is standing on a bench in front of a building.,"[4.3817328e-09 3.7089074e-05 9.9787879e-01 ... 1.6102877e-08 1.9746185e-08
 1.3758554e-08]"
207,a man is standing on a bench in front of a building.,"[4.3817328e-09 3.7089074e-05 9.9787879e-01 ... 1.6102877e-08 1.9746185e-08
 1.3758554e-08]"
208,a man is holding a frisbee in the air.,"[4.9291131e-09 3.0598385e-05 9.9777114e-01 ... 2.3457963e-08 2.6199164e-08
 1.7649173e-08]"
209,a man is holding a frisbee in the air.,"[4.9291131e-09 3.0598385e-05 9.9777114e-01 ... 2.3457963e-08 2.6199164e-08
 1.7649173e-08]"
210,a man in a suit and tie is standing in a park.,"[5.0104334e-09 4.5205539e-05 9.9770677e-01 ... 1.9204355e-08 2.3115001e-08
 1.5728522e-08]"
211,a man in a suit and tie is standing in a park.,"[5.0104334e-09 4.5205539e-05 9.9770677e-01 ... 1.9204355e-08 2.3115001e-08
 1.5728522e-08]"
212,a man is holding a tennis racket in the air.,"[5.8886864e-09 3.6624308e-05 9.9747461e-01 ... 2.5596956e-08 3.4846565e-08
 2.1531664e-08]"
213,a man in a suit and tie is standing in a room.,"[4.6092676e-09 3.9870880e-05 9.9809951e-01 ... 1.7405384e-08 2.1257257e-08
 1.4949645e-08]"
214,a man in a suit and tie is standing in a room.,"[4.6092676e-09 3.9870880e-05 9.9809951e-01 ... 1.7405384e-08 2.1257257e-08
 1.4949645e-08]"
215,a man is holding a cell phone on a table.,"[5.2850551e-09 3.4562308e-05 9.9777585e-01 ... 2.2179220e-08 2.8884429e-08
 1.8500144e-08]"
216,a man is holding a cell phone on a table.,"[5.2850551e-09 3.4562308e-05 9.9777585e-01 ... 2.2179220e-08 2.8884429e-08
 1.8500144e-08]"
217,a man is jumping a skateboard on a ramp.,"[5.2471005e-09 3.7357633e-05 9.9743193e-01 ... 2.0881490e-08 2.5194659e-08
 1.7070629e-08]"
218,a man is riding a wave on a surfboard.,"[4.7309321e-09 3.2880969e-05 9.9740559e-01 ... 2.0301943e-08 2.1118817e-08
 1.5481005e-08]"
219,a white dog sitting on a bed with a stuffed bear.,"[3.09474202e-09 2.19276462e-05 9.98227656e-01 ... 1.24180239e-08
 1.30336755e-08 1.00934328e-08]"
220,a white dog sitting on a bed with a stuffed bear.,"[3.09474202e-09 2.19276462e-05 9.98227656e-01 ... 1.24180239e-08
 1.30336755e-08 1.00934328e-08]"
221,a white dog sitting on a bed with a stuffed bear.,"[3.09474202e-09 2.19276462e-05 9.98227656e-01 ... 1.24180239e-08
 1.30336755e-08 1.00934328e-08]"
222,a white dog sitting on a bed with a stuffed bear.,"[3.09474202e-09 2.19276462e-05 9.98227656e-01 ... 1.24180239e-08
 1.30336755e-08 1.00934328e-08]"
223,a man holding a tennis racket in a hand.,"[5.3014881e-09 3.6049005e-05 9.9760580e-01 ... 2.3767914e-08 3.0801058e-08
 1.9450937e-08]"
224,a man holding a tennis racket in a hand.,"[5.3014881e-09 3.6049005e-05 9.9760580e-01 ... 2.3767914e-08 3.0801058e-08
 1.9450937e-08]"
225,a man is riding a skateboard on a ramp.,"[7.1621020e-09 3.2923013e-05 9.9734938e-01 ... 3.0681456e-08 3.7637626e-08
 2.5920437e-08]"
226,a man is riding a skateboard on a ramp.,"[7.1621020e-09 3.2923013e-05 9.9734938e-01 ... 3.0681456e-08 3.7637626e-08
 2.5920437e-08]"
227,a man holding a tennis racket in a hand.,"[6.0413927e-09 4.0110175e-05 9.9747962e-01 ... 2.6643116e-08 3.5159793e-08
 2.1772371e-08]"
228,a man holding a tennis racket in a hand.,"[6.0413927e-09 4.0110175e-05 9.9747962e-01 ... 2.6643116e-08 3.5159793e-08
 2.1772371e-08]"
229,a man holding a tennis racket in a hand.,"[6.0413927e-09 4.0110175e-05 9.9747962e-01 ... 2.6643116e-08 3.5159793e-08
 2.1772371e-08]"
230,a woman holding a teddy bear in a room.,"[5.0924847e-09 3.0187519e-05 9.9803072e-01 ... 2.2653014e-08 2.4974700e-08
 1.8170988e-08]"
231,a man is standing in front of a car.,"[5.8667187e-09 3.8045211e-05 9.9766386e-01 ... 2.4204011e-08 2.9234840e-08
 1.9714689e-08]"
232,a man is standing on a bench with a skateboard.,"[7.1113595e-09 3.3962577e-05 9.9733657e-01 ... 3.1157384e-08 4.0740805e-08
 2.6006568e-08]"
233,a man in a suit and tie is standing in a room.,"[3.7800958e-09 3.8006718e-05 9.9823928e-01 ... 1.4446931e-08 1.6867155e-08
 1.1877014e-08]"
234,a street sign with a clock on it.,"[7.6932025e-09 2.8491499e-05 9.9732697e-01 ... 3.6002287e-08 4.4379284e-08
 2.9494716e-08]"
235,a street sign with a clock on it.,"[7.6932025e-09 2.8491499e-05 9.9732697e-01 ... 3.6002287e-08 4.4379284e-08
 2.9494716e-08]"
236,a man is holding a banana in a hand.,"[5.0045488e-09 3.6806898e-05 9.9779022e-01 ... 2.0704384e-08 2.5042894e-08
 1.6587517e-08]"
237,a man is holding a surfboard on a surfboard.,"[4.4444732e-09 2.9160970e-05 9.9763489e-01 ... 1.9100835e-08 2.0959126e-08
 1.4654228e-08]"
238,a man is holding a surfboard on a surfboard.,"[4.4444732e-09 2.9160970e-05 9.9763489e-01 ... 1.9100835e-08 2.0959126e-08
 1.4654228e-08]"
239,a man riding a surfboard on a wave.,"[4.9479021e-09 3.2008760e-05 9.9744523e-01 ... 2.1653962e-08 2.2609084e-08
 1.6498623e-08]"
240,a man riding a surfboard on a wave.,"[4.9479021e-09 3.2008760e-05 9.9744523e-01 ... 2.1653962e-08 2.2609084e-08
 1.6498623e-08]"
241,a man is holding a cell phone in a hand.,"[5.7665437e-09 4.0457646e-05 9.9756962e-01 ... 2.4078835e-08 3.0588946e-08
 1.9745791e-08]"
242,a man riding a motorcycle down a street.,"[6.7843526e-09 3.9405837e-05 9.9748945e-01 ... 2.9550824e-08 3.5675637e-08
 2.4301540e-08]"
243,a man riding a motorcycle down a street.,"[6.7843526e-09 3.9405837e-05 9.9748945e-01 ... 2.9550824e-08 3.5675637e-08
 2.4301540e-08]"
244,a man riding a motorcycle down a street.,"[6.7843526e-09 3.9405837e-05 9.9748945e-01 ... 2.9550824e-08 3.5675637e-08
 2.4301540e-08]"
245,a man is riding a skateboard on a ramp.,"[7.0045600e-09 3.4185490e-05 9.9733549e-01 ... 2.9249309e-08 3.7099912e-08
 2.5066072e-08]"
246,a man in a suit and a woman holding a cake.,"[4.4433874e-09 3.8439030e-05 9.9781173e-01 ... 1.8629843e-08 1.9819190e-08
 1.4905394e-08]"
247,a man holding a cell phone while holding a cell phone.,"[4.27133617e-09 3.23768545e-05 9.98077631e-01 ... 1.78568413e-08
 2.15732587e-08 1.43539856e-08]"
248,a man riding a motorcycle down a street.,"[7.3956841e-09 3.9659408e-05 9.9733800e-01 ... 3.2430133e-08 3.9630610e-08
 2.7059514e-08]"
249,a man is riding a skateboard on a ramp.,"[6.1121965e-09 3.6819507e-05 9.9736124e-01 ... 2.4951044e-08 2.9371099e-08
 2.0414852e-08]"
250,a man is riding a skateboard on a ramp.,"[6.1121965e-09 3.6819507e-05 9.9736124e-01 ... 2.4951044e-08 2.9371099e-08
 2.0414852e-08]"
251,a man is riding a skateboard on a ramp.,"[6.1121965e-09 3.6819507e-05 9.9736124e-01 ... 2.4951044e-08 2.9371099e-08
 2.0414852e-08]"
252,a man is riding a skateboard on a ramp.,"[6.1121965e-09 3.6819507e-05 9.9736124e-01 ... 2.4951044e-08 2.9371099e-08
 2.0414852e-08]"
253,a man is standing on a bench in a park.,"[4.8124753e-09 2.6905638e-05 9.9779522e-01 ... 1.9618623e-08 2.2490804e-08
 1.6403234e-08]"
254,a man is standing on a bench in a park.,"[4.8124753e-09 2.6905638e-05 9.9779522e-01 ... 1.9618623e-08 2.2490804e-08
 1.6403234e-08]"
255,a man is standing on a bench in a park.,"[4.8124753e-09 2.6905638e-05 9.9779522e-01 ... 1.9618623e-08 2.2490804e-08
 1.6403234e-08]"
256,a man in a suit and tie is standing in front of a building.,"[3.59239172e-09 3.57962927e-05 9.98226702e-01 ... 1.41063854e-08
 1.49542601e-08 1.15802035e-08]"
257,a man in a suit and tie is standing in front of a building.,"[3.59239172e-09 3.57962927e-05 9.98226702e-01 ... 1.41063854e-08
 1.49542601e-08 1.15802035e-08]"
258,a man holding a hot dog on a leash.,"[5.5282707e-09 3.7569538e-05 9.9755090e-01 ... 2.5020990e-08 2.8342386e-08
 1.9183856e-08]"
259,a man holding a hot dog on a leash.,"[5.5282707e-09 3.7569538e-05 9.9755090e-01 ... 2.5020990e-08 2.8342386e-08
 1.9183856e-08]"
260,a man holding a hot dog on a leash.,"[5.5282707e-09 3.7569538e-05 9.9755090e-01 ... 2.5020990e-08 2.8342386e-08
 1.9183856e-08]"
261,a man holding a hot dog on a leash.,"[5.5282707e-09 3.7569538e-05 9.9755090e-01 ... 2.5020990e-08 2.8342386e-08
 1.9183856e-08]"
262,a group of people riding a motorcycle on a street.,"[7.5533420e-09 3.9579230e-05 9.9729437e-01 ... 3.0740040e-08 3.8745149e-08
 2.6640659e-08]"
263,a man is flying a kite on a beach.,"[4.3823642e-09 2.5396463e-05 9.9767429e-01 ... 1.8268141e-08 1.9527549e-08
 1.4645054e-08]"
264,a man is flying a kite on a beach.,"[4.3823642e-09 2.5396463e-05 9.9767429e-01 ... 1.8268141e-08 1.9527549e-08
 1.4645054e-08]"
265,a man in a suit and tie is holding a cell phone.,"[3.48358520e-09 3.14521894e-05 9.98314023e-01 ... 1.32872024e-08
 1.61143578e-08 1.10228129e-08]"
266,a dog is laying on a rock in the water.,"[4.0608907e-09 2.9709661e-05 9.9787521e-01 ... 1.7099858e-08 1.8016665e-08
 1.3366037e-08]"
267,a dog is laying on a rock in the water.,"[4.0608907e-09 2.9709661e-05 9.9787521e-01 ... 1.7099858e-08 1.8016665e-08
 1.3366037e-08]"
268,a man is holding a cell phone on a sidewalk.,"[6.6906005e-09 4.3175449e-05 9.9741226e-01 ... 2.9319148e-08 3.6891421e-08
 2.3918457e-08]"
269,a man is holding a cell phone on a sidewalk.,"[6.6906005e-09 4.3175449e-05 9.9741226e-01 ... 2.9319148e-08 3.6891421e-08
 2.3918457e-08]"
270,a man is holding a cell phone on a sidewalk.,"[6.6906005e-09 4.3175449e-05 9.9741226e-01 ... 2.9319148e-08 3.6891421e-08
 2.3918457e-08]"
271,a man is holding a cell phone on a sidewalk.,"[6.6906005e-09 4.3175449e-05 9.9741226e-01 ... 2.9319148e-08 3.6891421e-08
 2.3918457e-08]"
272,a man in a suit and tie is standing in a room.,"[4.3134114e-09 3.8759943e-05 9.9814665e-01 ... 1.6577310e-08 1.9890837e-08
 1.3571567e-08]"
273,a man in a suit and tie is standing in a room.,"[4.3134114e-09 3.8759943e-05 9.9814665e-01 ... 1.6577310e-08 1.9890837e-08
 1.3571567e-08]"
274,a woman holding a cell phone while holding a cell phone.,"[4.1994719e-09 3.5757301e-05 9.9800509e-01 ... 1.7163353e-08 2.0267510e-08
 1.3775553e-08]"
275,a man in a suit and tie is standing in a room.,"[3.6527112e-09 3.1261781e-05 9.9831843e-01 ... 1.4205264e-08 1.6387530e-08
 1.1465854e-08]"
276,a man in a suit and tie is standing in a room.,"[3.6527112e-09 3.1261781e-05 9.9831843e-01 ... 1.4205264e-08 1.6387530e-08
 1.1465854e-08]"
277,a man in a suit and tie is standing in a room.,"[3.6527112e-09 3.1261781e-05 9.9831843e-01 ... 1.4205264e-08 1.6387530e-08
 1.1465854e-08]"
278,a man in a suit and tie is standing in a room.,"[3.6527112e-09 3.1261781e-05 9.9831843e-01 ... 1.4205264e-08 1.6387530e-08
 1.1465854e-08]"
279,a dog is standing in a chair with a dog.,"[5.3164873e-09 2.8666465e-05 9.9766338e-01 ... 2.3268813e-08 2.7816846e-08
 1.8980371e-08]"
280,a group of elephants standing in a field.,"[5.9586314e-09 2.6808015e-05 9.9754071e-01 ... 2.6218055e-08 2.9903035e-08
 2.1382601e-08]"
281,a man holding a cell phone in a hand.,"[5.7886633e-09 4.0855473e-05 9.9765188e-01 ... 2.4675353e-08 3.1372405e-08
 1.9882609e-08]"
282,a man standing in a field with a dog.,"[4.4095683e-09 2.1764861e-05 9.9765623e-01 ... 1.9261376e-08 2.1418387e-08
 1.5239532e-08]"
283,a man standing in a field with a dog.,"[4.4095683e-09 2.1764861e-05 9.9765623e-01 ... 1.9261376e-08 2.1418387e-08
 1.5239532e-08]"
284,a man standing in a field with a dog.,"[4.4095683e-09 2.1764861e-05 9.9765623e-01 ... 1.9261376e-08 2.1418387e-08
 1.5239532e-08]"
285,a man riding a surfboard on a beach.,"[4.6847410e-09 2.8552497e-05 9.9749112e-01 ... 1.9292491e-08 2.0683812e-08
 1.5265838e-08]"
286,a man riding a surfboard on a beach.,"[4.6847410e-09 2.8552497e-05 9.9749112e-01 ... 1.9292491e-08 2.0683812e-08
 1.5265838e-08]"
287,a close up of a plate of food with a knife.,"[3.8184549e-09 2.3845520e-05 9.9781185e-01 ... 2.1175104e-08 1.6900726e-08
 1.4138091e-08]"
288,a stop sign with a stop sign on it.,"[7.9079818e-09 3.1061452e-05 9.9714524e-01 ... 3.7297294e-08 4.4933895e-08
 3.0242315e-08]"
289,a man is holding a surfboard on a surfboard.,"[5.2161320e-09 3.5480272e-05 9.9764210e-01 ... 2.4615508e-08 2.9359486e-08
 1.8827988e-08]"
290,a man is holding a surfboard on a surfboard.,"[5.2161320e-09 3.5480272e-05 9.9764210e-01 ... 2.4615508e-08 2.9359486e-08
 1.8827988e-08]"
291,a person riding a surfboard on a wave.,"[4.9309383e-09 2.9896477e-05 9.9741179e-01 ... 2.1016039e-08 2.1817113e-08
 1.6200923e-08]"
292,a person riding a surfboard on a wave.,"[4.9309383e-09 2.9896477e-05 9.9741179e-01 ... 2.1016039e-08 2.1817113e-08
 1.6200923e-08]"
293,a person is riding a skateboard on a street.,"[6.0234049e-09 3.7352624e-05 9.9751699e-01 ... 2.5489346e-08 3.0455361e-08
 2.0767205e-08]"
294,a person is riding a skateboard on a street.,"[6.0234049e-09 3.7352624e-05 9.9751699e-01 ... 2.5489346e-08 3.0455361e-08
 2.0767205e-08]"
295,a person is riding a skateboard on a street.,"[6.0234049e-09 3.7352624e-05 9.9751699e-01 ... 2.5489346e-08 3.0455361e-08
 2.0767205e-08]"
296,a man is holding a tennis racket on a court.,"[6.3347652e-09 3.9950810e-05 9.9744308e-01 ... 2.7324759e-08 3.6261756e-08
 2.2719876e-08]"
297,a man in a suit and tie is holding a frisbee.,"[5.4077995e-09 3.4343400e-05 9.9773252e-01 ... 2.2269179e-08 2.9422019e-08
 1.8791845e-08]"
298,a group of people standing around a table with a crowd of people.,"[6.4191306e-09 2.8427408e-05 9.9745315e-01 ... 2.5024887e-08 3.5232638e-08
 2.2700005e-08]"
299,a group of people standing around a table with a crowd of people.,"[6.4191306e-09 2.8427408e-05 9.9745315e-01 ... 2.5024887e-08 3.5232638e-08
 2.2700005e-08]"
300,a group of people standing around a table with a crowd of people.,"[6.4191306e-09 2.8427408e-05 9.9745315e-01 ... 2.5024887e-08 3.5232638e-08
 2.2700005e-08]"
301,a group of people standing around a table with a crowd of people.,"[6.4191306e-09 2.8427408e-05 9.9745315e-01 ... 2.5024887e-08 3.5232638e-08
 2.2700005e-08]"
302,a close up of a person holding a cell phone.,"[4.8096527e-09 3.8560655e-05 9.9788171e-01 ... 2.0077449e-08 2.4902480e-08
 1.6379611e-08]"
303,a group of people standing in a field with umbrellas.,"[7.6645188e-09 2.4153895e-05 9.9714166e-01 ... 3.5379728e-08 3.8859326e-08
 2.8657061e-08]"
304,a man is riding a snowboard down a snowy slope.,"[5.5575859e-09 3.4536617e-05 9.9744785e-01 ... 2.3899519e-08 2.3618378e-08
 1.8975221e-08]"
305,a man is riding a snowboard down a snowy slope.,"[5.5575859e-09 3.4536617e-05 9.9744785e-01 ... 2.3899519e-08 2.3618378e-08
 1.8975221e-08]"
306,a group of people are standing in a room.,"[6.1014025e-09 2.9217788e-05 9.9781477e-01 ... 2.6277430e-08 3.1823358e-08
 2.2063125e-08]"
307,a man in a suit and tie is standing in a room.,"[3.7184220e-09 3.1094907e-05 9.9834490e-01 ... 1.4756098e-08 1.6322300e-08
 1.1846008e-08]"
308,a man in a suit and tie is standing in a room.,"[3.7184220e-09 3.1094907e-05 9.9834490e-01 ... 1.4756098e-08 1.6322300e-08
 1.1846008e-08]"
309,a large clock tower with a clock on it.,"[6.0160281e-09 2.5167908e-05 9.9757129e-01 ... 2.5487429e-08 3.1110378e-08
 2.1571323e-08]"
310,a large clock tower with a clock on it.,"[6.0160281e-09 2.5167908e-05 9.9757129e-01 ... 2.5487429e-08 3.1110378e-08
 2.1571323e-08]"
311,a man is riding a skateboard on a ramp.,"[6.7370318e-09 3.6622394e-05 9.9737775e-01 ... 2.7705697e-08 3.4967215e-08
 2.3379805e-08]"
312,a man is riding a skateboard on a ramp.,"[6.7370318e-09 3.6622394e-05 9.9737775e-01 ... 2.7705697e-08 3.4967215e-08
 2.3379805e-08]"
313,a man is riding a skateboard on a sidewalk.,"[7.1483504e-09 4.3401044e-05 9.9726069e-01 ... 2.9113927e-08 3.7512162e-08
 2.4614733e-08]"
314,a man is holding a tennis racket on a court.,"[5.9341452e-09 3.8782440e-05 9.9747807e-01 ... 2.5508001e-08 3.4572473e-08
 2.1505839e-08]"
315,a man is holding a tennis racket on a court.,"[5.9341452e-09 3.8782440e-05 9.9747807e-01 ... 2.5508001e-08 3.4572473e-08
 2.1505839e-08]"
316,a man is holding a tennis racket on a court.,"[5.9341452e-09 3.8782440e-05 9.9747807e-01 ... 2.5508001e-08 3.4572473e-08
 2.1505839e-08]"
317,a man is standing in front of a building.,"[5.7672072e-09 3.3345397e-05 9.9771476e-01 ... 2.4367885e-08 3.2087360e-08
 2.0532619e-08]"
318,a man riding a skateboard down a street.,"[7.5317050e-09 3.8071470e-05 9.9721825e-01 ... 3.1618104e-08 3.9731351e-08
 2.6734471e-08]"
